Startup_ID,Team_Size,Founder_Experience_Years,Startup_Age_Years,Industry,City,Funding_Goal,Funding_Raised,Funding_Success,Growth_Rate,Revenue
391,19,8,7,AgriTech,Mumbai,1086857,2293673,Yes,High,5000000
392,11,3,9,AgriTech,Pune,1190423,1971119,Yes,High,5000000
393,11,0,5,EdTech,Pune,1121749,1153156,Yes,High,5000000
394,20,12,5,CleanTech,Delhi,778019,351630,No,Low,500000
395,20,9,7,HealthTech,Chennai,1533015,1694444,Yes,High,5000000
396,10,15,7,E-Commerce,Bangalore,1991780,459104,No,Low,500000
397,5,8,3,CleanTech,Pune,232678,1442573,Yes,High,5000000
398,14,6,6,AgriTech,Pune,1445688,733271,No,Low,500000
399,4,3,8,AgriTech,Chennai,1514977,2373082,Yes,High,5000000
400,11,14,4,EdTech,Mumbai,641880,994428,Yes,High,5000000
401,8,10,4,E-Commerce,Bangalore,898217,1286937,Yes,High,5000000
402,6,1,9,HealthTech,Pune,771037,36819,No,Low,500000
403,11,15,9,CleanTech,Kolkata,1569727,414614,No,Low,500000
404,7,10,5,EdTech,Hyderabad,1223912,761774,No,Low,500000
405,3,11,1,E-Commerce,Delhi,1150406,1404743,Yes,High,5000000
406,12,15,5,AI,Chennai,363591,2004990,Yes,High,5000000
407,7,9,4,EdTech,Mumbai,1623667,963473,No,Low,500000
408,4,3,7,AI,Mumbai,1967373,743450,No,Low,500000
409,17,0,2,AgriTech,Kolkata,1153829,1947852,Yes,High,5000000
410,16,3,5,HealthTech,Pune,1259613,1561424,Yes,High,5000000
411,17,14,2,E-Commerce,Hyderabad,1819926,1638196,No,Low,500000
412,15,9,7,CleanTech,Mumbai,746272,192428,No,Low,500000
413,16,5,8,E-Commerce,Hyderabad,1083098,248219,No,Low,500000
414,4,3,9,AI,Hyderabad,1268141,1300692,Yes,High,5000000
415,17,7,2,CleanTech,Kolkata,427269,1364769,Yes,High,5000000
416,15,13,4,FinTech,Chennai,1963356,2225091,Yes,High,5000000
417,14,4,4,CleanTech,Hyderabad,74033,673632,Yes,High,5000000
418,4,13,1,FinTech,Kolkata,1779973,1337058,No,Low,500000
419,2,7,5,CleanTech,Pune,250729,1541905,Yes,High,5000000
420,4,4,4,CleanTech,Kolkata,297468,568895,Yes,High,5000000
421,10,1,1,E-Commerce,Bangalore,742856,1124949,Yes,High,5000000
422,20,8,9,HealthTech,Hyderabad,329492,2493257,Yes,High,5000000
423,20,9,2,CleanTech,Hyderabad,669136,463007,No,Low,500000
424,9,7,4,CleanTech,Bangalore,1822037,2065733,Yes,High,5000000
425,15,10,6,CleanTech,Bangalore,947897,1312298,Yes,High,5000000
426,11,4,4,E-Commerce,Chennai,1377337,1899077,Yes,High,5000000
427,15,5,1,CleanTech,Pune,1696208,1163149,No,Low,500000
428,10,8,6,E-Commerce,Mumbai,690090,794507,Yes,High,5000000
429,3,8,10,CleanTech,Chennai,885587,609523,No,Low,500000
430,2,4,2,HealthTech,Mumbai,953712,2185783,Yes,High,5000000
431,2,12,3,FinTech,Hyderabad,206331,1970790,Yes,High,5000000
432,13,12,1,AI,Mumbai,1848479,1172985,No,Low,500000
433,4,3,6,HealthTech,Delhi,1481155,1298294,No,Low,500000
434,5,7,1,EdTech,Kolkata,806736,939621,Yes,High,5000000
435,15,6,8,EdTech,Bangalore,993839,668547,No,Low,500000
436,6,14,9,HealthTech,Pune,1318676,1607052,Yes,High,5000000
437,19,13,1,AgriTech,Kolkata,1218295,1254099,Yes,High,5000000
438,8,12,1,AgriTech,Delhi,1296365,1117568,No,Low,500000
439,8,8,10,HealthTech,Mumbai,946230,1633721,Yes,High,5000000
440,16,6,8,HealthTech,Mumbai,1998322,723826,No,Low,500000
441,3,11,4,EdTech,Pune,520021,2174103,Yes,High,5000000
442,10,9,3,FinTech,Chennai,1032733,1107436,Yes,High,5000000
443,19,9,3,AI,Delhi,1699692,1651472,No,Low,500000
444,2,3,1,AgriTech,Chennai,1109735,565065,No,Low,500000
445,20,3,6,HealthTech,Mumbai,1923604,1013671,No,Low,500000
446,4,2,4,FinTech,Delhi,120555,2399912,Yes,High,5000000
447,5,15,5,E-Commerce,Mumbai,1813440,962661,No,Low,500000
448,19,2,6,AgriTech,Delhi,1855046,1918111,Yes,High,5000000
449,4,6,3,AgriTech,Delhi,91286,1452251,Yes,High,5000000
450,11,3,4,AI,Chennai,454873,62240,No,Low,500000
451,3,9,10,EdTech,Kolkata,1855403,321714,No,Low,500000
452,19,10,4,E-Commerce,Kolkata,1056369,780390,No,Low,500000
453,12,15,2,EdTech,Mumbai,1988694,667632,No,Low,500000
454,2,6,1,HealthTech,Delhi,1018006,437402,No,Low,500000
455,7,0,10,FinTech,Bangalore,283045,1162222,Yes,High,5000000
456,9,6,10,CleanTech,Chennai,679917,1847327,Yes,High,5000000
457,5,9,8,AgriTech,Chennai,50925,1498028,Yes,High,5000000
458,18,12,6,CleanTech,Mumbai,1213635,534939,No,Low,500000
459,6,3,1,CleanTech,Hyderabad,736017,1935029,Yes,High,5000000
460,15,4,3,HealthTech,Delhi,88779,292136,Yes,High,5000000
461,9,11,3,EdTech,Hyderabad,713970,955292,Yes,High,5000000
462,10,10,1,E-Commerce,Kolkata,1717846,1221183,No,Low,500000
463,6,0,3,EdTech,Hyderabad,1446655,1425264,No,Low,500000
464,6,7,6,AI,Chennai,475322,1618537,Yes,High,5000000
465,9,15,6,E-Commerce,Pune,167765,37948,No,Low,500000
466,9,12,6,HealthTech,Bangalore,1481671,1570740,Yes,High,5000000
467,15,1,5,EdTech,Chennai,1981552,2397249,Yes,High,5000000
468,10,4,9,FinTech,Mumbai,1496738,269928,No,Low,500000
469,15,7,3,CleanTech,Delhi,1228530,2237010,Yes,High,5000000
470,4,14,4,CleanTech,Chennai,1725817,1008085,No,Low,500000
471,17,2,2,CleanTech,Bangalore,1544797,1853150,Yes,High,5000000
472,3,2,7,HealthTech,Hyderabad,946438,2475674,Yes,High,5000000
473,11,13,5,E-Commerce,Mumbai,1197100,423748,No,Low,500000
474,19,1,4,CleanTech,Chennai,246970,177965,No,Low,500000
475,11,14,8,CleanTech,Pune,745064,870716,Yes,High,5000000
476,18,14,1,FinTech,Mumbai,862540,1954534,Yes,High,5000000
477,8,1,4,AgriTech,Pune,1451067,1288877,No,Low,500000
478,3,12,3,HealthTech,Chennai,116229,39294,No,Low,500000
479,4,8,9,CleanTech,Mumbai,1546177,2212831,Yes,High,5000000
480,12,1,9,E-Commerce,Bangalore,1443530,132127,No,Low,500000
481,2,10,7,E-Commerce,Bangalore,679375,273913,No,Low,500000
482,19,9,4,HealthTech,Kolkata,204175,1639593,Yes,High,5000000
483,10,13,10,E-Commerce,Hyderabad,1726457,2287936,Yes,High,5000000
484,9,6,3,AgriTech,Bangalore,1018523,1826940,Yes,High,5000000
485,9,12,7,E-Commerce,Chennai,548979,744734,Yes,High,5000000
486,10,2,8,FinTech,Pune,1261893,844458,No,Low,500000
487,7,6,7,FinTech,Pune,1025687,1533190,Yes,High,5000000
488,19,3,6,EdTech,Kolkata,113085,323630,Yes,High,5000000
489,18,8,10,FinTech,Hyderabad,970686,1132956,Yes,High,5000000
490,16,8,10,AI,Bangalore,751779,811799,Yes,High,5000000
491,4,1,9,E-Commerce,Delhi,1778135,2323724,Yes,High,5000000
492,16,0,10,E-Commerce,Mumbai,1141068,915884,No,Low,500000
493,5,3,5,FinTech,Pune,165520,1521681,Yes,High,5000000
494,7,9,2,FinTech,Hyderabad,338250,901682,Yes,High,5000000
495,5,0,9,FinTech,Hyderabad,431038,486526,Yes,High,5000000
496,13,6,8,AgriTech,Chennai,1742517,1492210,No,Low,500000
497,7,11,2,EdTech,Mumbai,136536,1341775,Yes,High,5000000
498,15,4,8,FinTech,Hyderabad,1448577,2026997,Yes,High,5000000
499,6,9,10,AI,Kolkata,653181,940710,Yes,High,5000000
500,2,12,2,AI,Bangalore,1002258,273254,No,Low,500000
501,8,10,2,AgriTech,Mumbai,234443,881828,Yes,High,5000000
502,4,11,8,FinTech,Bangalore,1971588,2265659,Yes,High,5000000
503,17,13,7,AgriTech,Delhi,1673580,245828,No,Low,500000
504,10,0,2,AI,Pune,479411,1984143,Yes,High,5000000
505,20,6,7,AgriTech,Kolkata,327491,2010066,Yes,High,5000000
506,19,7,9,HealthTech,Hyderabad,1379528,2078853,Yes,High,5000000
507,4,4,5,AI,Hyderabad,1113101,1612180,Yes,High,5000000
508,4,14,3,E-Commerce,Pune,248376,417040,Yes,High,5000000
509,13,13,4,AgriTech,Chennai,89709,729092,Yes,High,5000000
510,10,14,5,AgriTech,Hyderabad,186099,1044389,Yes,High,5000000
511,7,11,1,HealthTech,Pune,969912,659623,No,Low,500000
512,14,2,2,FinTech,Hyderabad,1816340,2272425,Yes,High,5000000
513,2,14,7,AI,Hyderabad,494300,2158672,Yes,High,5000000
514,19,11,6,FinTech,Delhi,298286,1229129,Yes,High,5000000
515,14,8,3,CleanTech,Kolkata,1733304,469578,No,Low,500000
516,5,4,7,AgriTech,Pune,280229,397164,Yes,High,5000000
517,17,1,2,EdTech,Mumbai,642280,99666,No,Low,500000
518,15,7,1,CleanTech,Delhi,474145,688743,Yes,High,5000000
519,9,0,5,AgriTech,Delhi,679514,2193497,Yes,High,5000000
520,7,4,7,AI,Pune,719679,410768,No,Low,500000
521,6,1,9,AI,Bangalore,373915,2075930,Yes,High,5000000
522,20,8,7,AI,Bangalore,863971,610735,No,Low,500000
523,19,7,7,HealthTech,Chennai,1779351,1764829,No,Low,500000
524,20,12,2,EdTech,Mumbai,1336911,409840,No,Low,500000
525,16,1,3,E-Commerce,Chennai,767554,1322535,Yes,High,5000000
526,18,1,1,HealthTech,Hyderabad,1777974,484839,No,Low,500000
527,13,12,3,E-Commerce,Mumbai,1782647,209437,No,Low,500000
528,8,10,7,CleanTech,Hyderabad,1438736,1379747,No,Low,500000
529,18,10,6,AI,Mumbai,969685,1381618,Yes,High,5000000
530,2,1,4,HealthTech,Pune,159602,1845023,Yes,High,5000000
531,18,0,1,HealthTech,Delhi,1105149,205124,No,Low,500000
532,16,13,5,CleanTech,Delhi,201474,193867,No,Low,500000
533,8,12,6,AI,Kolkata,547436,195771,No,Low,500000
534,7,6,1,EdTech,Pune,221907,439960,Yes,High,5000000
535,2,4,6,AI,Delhi,1334987,1178680,No,Low,500000
536,10,3,6,AgriTech,Pune,1839299,292529,No,Low,500000
537,17,15,4,E-Commerce,Pune,1265561,350762,No,Low,500000
538,13,12,9,CleanTech,Kolkata,946758,1464540,Yes,High,5000000
539,20,7,10,CleanTech,Pune,934604,130263,No,Low,500000
540,3,2,1,HealthTech,Mumbai,1672737,2127788,Yes,High,5000000
541,7,4,8,EdTech,Hyderabad,87147,947034,Yes,High,5000000
542,12,8,6,EdTech,Mumbai,1909992,1273887,No,Low,500000
543,7,14,7,HealthTech,Chennai,869047,1601201,Yes,High,5000000
544,14,8,10,HealthTech,Chennai,1411810,1231680,No,Low,500000
545,11,2,3,E-Commerce,Pune,1336094,92700,No,Low,500000
546,4,5,3,AgriTech,Chennai,717211,1132156,Yes,High,5000000
547,20,0,6,FinTech,Pune,83592,2246174,Yes,High,5000000
548,7,7,9,E-Commerce,Hyderabad,197247,1846971,Yes,High,5000000
549,12,11,8,HealthTech,Bangalore,1145480,2486119,Yes,High,5000000
550,4,2,2,EdTech,Bangalore,1119355,1465735,Yes,High,5000000
551,2,13,5,AgriTech,Chennai,657252,225427,No,Low,500000
552,9,7,1,EdTech,Mumbai,1934137,2347127,Yes,High,5000000
553,14,13,2,HealthTech,Kolkata,895113,2268177,Yes,High,5000000
554,6,8,9,HealthTech,Hyderabad,1387752,2455604,Yes,High,5000000
555,8,7,2,AI,Mumbai,377009,2216492,Yes,High,5000000
556,8,14,4,EdTech,Hyderabad,748289,2040191,Yes,High,5000000
557,3,4,4,CleanTech,Bangalore,243381,2188123,Yes,High,5000000
558,6,2,5,EdTech,Chennai,485148,1032627,Yes,High,5000000
559,3,9,3,AgriTech,Mumbai,157515,743766,Yes,High,5000000
560,14,11,8,CleanTech,Mumbai,918271,883309,No,Low,500000
561,10,0,9,AgriTech,Delhi,876786,1255927,Yes,High,5000000
562,16,0,10,CleanTech,Bangalore,959033,2096230,Yes,High,5000000
563,10,10,8,HealthTech,Chennai,1642536,2038955,Yes,High,5000000
564,15,11,5,CleanTech,Delhi,778296,1884087,Yes,High,5000000
565,6,3,2,EdTech,Hyderabad,376420,177155,No,Low,500000
566,5,11,4,EdTech,Pune,813542,2385674,Yes,High,5000000
567,5,12,7,FinTech,Bangalore,1175938,43015,No,Low,500000
568,16,4,8,AI,Delhi,1905801,722690,No,Low,500000
569,17,4,8,HealthTech,Chennai,494058,2280174,Yes,High,5000000
570,20,15,9,FinTech,Delhi,715441,2100987,Yes,High,5000000
571,8,10,9,E-Commerce,Pune,308229,732264,Yes,High,5000000
572,8,9,1,HealthTech,Chennai,666271,2238449,Yes,High,5000000
573,20,5,8,EdTech,Chennai,503723,639684,Yes,High,5000000
574,4,1,4,EdTech,Delhi,1170423,42859,No,Low,500000
575,20,11,4,AI,Mumbai,1580792,1524047,No,Low,500000
576,16,13,9,AI,Mumbai,1937289,1987452,Yes,High,5000000
577,19,2,5,CleanTech,Kolkata,1023044,2216803,Yes,High,5000000
578,9,14,3,CleanTech,Bangalore,1078042,98279,No,Low,500000
579,6,15,2,HealthTech,Bangalore,664828,421266,No,Low,500000
580,13,4,2,AgriTech,Bangalore,1980018,1570596,No,Low,500000
581,6,10,10,CleanTech,Delhi,1682975,1707069,Yes,High,5000000
582,7,6,4,FinTech,Mumbai,538417,2064297,Yes,High,5000000
583,5,13,6,AI,Hyderabad,775635,2423473,Yes,High,5000000
584,2,10,4,HealthTech,Kolkata,1323806,834600,No,Low,500000
585,15,6,8,E-Commerce,Kolkata,1398723,1109876,No,Low,500000
586,15,13,6,HealthTech,Bangalore,1777340,384952,No,Low,500000
587,12,9,7,AI,Pune,704190,1354911,Yes,High,5000000
588,7,6,7,FinTech,Bangalore,338135,527958,Yes,High,5000000
589,18,0,8,FinTech,Chennai,1041759,2378556,Yes,High,5000000
590,16,11,9,CleanTech,Chennai,558796,1984248,Yes,High,5000000
591,15,2,2,AI,Mumbai,247453,966410,Yes,High,5000000
592,12,13,2,EdTech,Pune,797821,940406,Yes,High,5000000
593,13,14,7,AI,Pune,261262,1819763,Yes,High,5000000
594,2,14,9,HealthTech,Chennai,1127822,2118470,Yes,High,5000000
595,13,12,10,AI,Kolkata,1253951,1924075,Yes,High,5000000
596,2,1,3,AI,Kolkata,178363,1964098,Yes,High,5000000
597,9,7,9,HealthTech,Chennai,1660193,1419059,No,Low,500000
598,15,2,1,CleanTech,Delhi,1279575,732110,No,Low,500000
599,7,12,7,AI,Bangalore,1761136,712761,No,Low,500000
600,10,14,10,AgriTech,Delhi,332564,649403,Yes,High,5000000
601,12,8,10,FinTech,Hyderabad,609114,1521017,Yes,High,5000000
602,19,8,9,EdTech,Mumbai,755773,495195,No,Low,500000
603,4,11,8,AI,Pune,1686701,1008449,No,Low,500000
604,7,3,4,EdTech,Pune,1532635,2119617,Yes,High,5000000
605,19,1,5,EdTech,Chennai,1770819,683314,No,Low,500000
606,17,7,2,CleanTech,Mumbai,235302,1218070,Yes,High,5000000
607,18,4,3,AgriTech,Mumbai,1571557,2499239,Yes,High,5000000
608,6,4,9,EdTech,Delhi,319549,582818,Yes,High,5000000
609,19,5,7,FinTech,Chennai,64393,567698,Yes,High,5000000
610,13,15,10,EdTech,Hyderabad,578956,1092540,Yes,High,5000000
611,20,11,4,E-Commerce,Pune,1789570,528201,No,Low,500000
612,4,3,8,AI,Mumbai,476042,72639,No,Low,500000
613,16,12,5,HealthTech,Delhi,1675199,201454,No,Low,500000
614,3,11,3,FinTech,Kolkata,1551122,2473651,Yes,High,5000000
615,7,2,7,FinTech,Kolkata,634800,2191662,Yes,High,5000000
616,4,8,6,AgriTech,Bangalore,1107173,282398,No,Low,500000
617,14,8,7,EdTech,Pune,1937455,105135,No,Low,500000
618,9,4,3,FinTech,Chennai,490908,1182001,Yes,High,5000000
619,7,11,3,AI,Bangalore,951403,1705370,Yes,High,5000000
620,13,0,6,AI,Kolkata,370852,1577412,Yes,High,5000000
621,4,1,9,FinTech,Kolkata,869086,1858022,Yes,High,5000000
622,13,12,8,E-Commerce,Mumbai,536896,1186474,Yes,High,5000000
623,11,5,4,AgriTech,Kolkata,293107,682612,Yes,High,5000000
624,2,2,6,FinTech,Chennai,1789117,1330227,No,Low,500000
625,14,12,3,FinTech,Delhi,681252,20672,No,Low,500000
626,19,10,4,E-Commerce,Mumbai,1210081,1618927,Yes,High,5000000
627,13,5,10,FinTech,Delhi,655347,241886,No,Low,500000
628,20,1,1,EdTech,Delhi,579991,675103,Yes,High,5000000
629,15,0,6,EdTech,Pune,1651318,216742,No,Low,500000
630,9,8,10,HealthTech,Pune,1636138,1949452,Yes,High,5000000
631,6,2,10,CleanTech,Hyderabad,1090819,1389917,Yes,High,5000000
632,3,6,10,EdTech,Pune,506054,299022,No,Low,500000
633,13,1,5,AgriTech,Kolkata,318541,536022,Yes,High,5000000
634,19,5,5,FinTech,Hyderabad,677791,2340645,Yes,High,5000000
635,20,14,1,AI,Chennai,1990137,465467,No,Low,500000
636,11,6,3,E-Commerce,Delhi,1913331,890682,No,Low,500000
637,17,3,6,E-Commerce,Delhi,716084,310788,No,Low,500000
638,15,11,9,E-Commerce,Delhi,1629095,1152735,No,Low,500000
639,10,4,1,FinTech,Hyderabad,1489873,921367,No,Low,500000
640,9,10,1,AgriTech,Chennai,1145139,515654,No,Low,500000
641,9,0,10,AI,Bangalore,1609959,50218,No,Low,500000
642,10,12,5,AgriTech,Bangalore,379464,234814,No,Low,500000
643,2,5,6,E-Commerce,Delhi,1883490,1504581,No,Low,500000
644,20,9,3,FinTech,Pune,1640484,1449320,No,Low,500000
645,3,15,1,CleanTech,Kolkata,662803,1863502,Yes,High,5000000
646,11,13,9,FinTech,Chennai,242859,784379,Yes,High,5000000
647,15,5,8,E-Commerce,Hyderabad,436579,864331,Yes,High,5000000
648,16,4,6,AgriTech,Delhi,850171,2192429,Yes,High,5000000
649,13,2,9,AI,Mumbai,1045535,1885909,Yes,High,5000000
650,15,14,5,EdTech,Kolkata,281294,765247,Yes,High,5000000
651,11,4,4,FinTech,Delhi,1688729,2183432,Yes,High,5000000
652,9,1,9,FinTech,Delhi,1583414,344707,No,Low,500000
653,19,8,1,CleanTech,Hyderabad,1447755,943080,No,Low,500000
654,17,11,4,HealthTech,Pune,1782164,140488,No,Low,500000
655,11,14,7,AgriTech,Bangalore,600121,162690,No,Low,500000
656,17,12,6,EdTech,Chennai,1920915,1017904,No,Low,500000
657,17,1,9,HealthTech,Delhi,519839,632471,Yes,High,5000000
658,9,0,10,FinTech,Pune,1602304,610978,No,Low,500000
659,14,3,9,E-Commerce,Mumbai,1407749,794913,No,Low,500000
660,14,12,7,AI,Hyderabad,673571,683745,Yes,High,5000000
661,10,7,6,CleanTech,Kolkata,374964,1677194,Yes,High,5000000
662,6,13,10,HealthTech,Mumbai,360282,2150954,Yes,High,5000000
663,11,1,7,HealthTech,Delhi,849907,1871696,Yes,High,5000000
664,20,11,8,EdTech,Kolkata,951305,208897,No,Low,500000
665,11,12,10,FinTech,Mumbai,1594694,1474396,No,Low,500000
666,9,4,7,EdTech,Kolkata,1926154,1505746,No,Low,500000
667,17,4,2,HealthTech,Mumbai,1813131,1958746,Yes,High,5000000
668,11,0,2,AgriTech,Delhi,1551608,2388378,Yes,High,5000000
669,17,1,6,AgriTech,Kolkata,948808,1228120,Yes,High,5000000
670,11,3,1,FinTech,Chennai,1158920,251202,No,Low,500000
671,4,15,9,FinTech,Kolkata,389260,1772359,Yes,High,5000000
672,14,4,6,AgriTech,Chennai,1269034,486256,No,Low,500000
673,16,6,3,EdTech,Pune,962078,1471301,Yes,High,5000000
674,9,0,4,AI,Mumbai,791282,277990,No,Low,500000
675,10,7,8,AgriTech,Hyderabad,1733154,544527,No,Low,500000
676,12,15,5,E-Commerce,Mumbai,1956706,557335,No,Low,500000
677,15,10,7,HealthTech,Bangalore,550160,2075899,Yes,High,5000000
678,3,9,7,CleanTech,Mumbai,1824630,2399582,Yes,High,5000000
679,3,0,2,AgriTech,Pune,1076529,1476289,Yes,High,5000000
680,4,13,3,AI,Mumbai,444103,1849765,Yes,High,5000000
681,17,13,3,AI,Bangalore,774248,1240135,Yes,High,5000000
682,7,13,3,E-Commerce,Chennai,1218802,1805314,Yes,High,5000000
683,15,12,10,EdTech,Kolkata,955634,1226305,Yes,High,5000000
684,10,3,3,AI,Pune,764822,2406239,Yes,High,5000000
685,13,1,1,HealthTech,Pune,537099,917322,Yes,High,5000000
686,2,9,3,HealthTech,Delhi,1360739,822274,No,Low,500000
687,11,9,8,AgriTech,Kolkata,784411,2052024,Yes,High,5000000
688,16,5,8,AgriTech,Mumbai,1590391,1129086,No,Low,500000
689,5,8,9,FinTech,Pune,1758673,864983,No,Low,500000
690,16,12,3,CleanTech,Kolkata,887658,1643755,Yes,High,5000000
691,19,8,4,HealthTech,Chennai,1070944,2273277,Yes,High,5000000
692,11,2,2,EdTech,Kolkata,1777135,1027471,No,Low,500000
693,2,1,5,HealthTech,Hyderabad,663854,1190956,Yes,High,5000000
694,13,0,1,AI,Hyderabad,1164738,453982,No,Low,500000
695,9,13,1,FinTech,Pune,503096,2096793,Yes,High,5000000
696,5,15,8,AI,Bangalore,1291547,2028430,Yes,High,5000000
697,5,4,8,CleanTech,Delhi,390374,1242324,Yes,High,5000000
698,19,0,10,AgriTech,Bangalore,136908,451213,Yes,High,5000000
699,11,3,9,FinTech,Bangalore,873456,1841430,Yes,High,5000000
700,4,8,5,EdTech,Bangalore,1000945,2249984,Yes,High,5000000
701,20,12,2,AI,Delhi,614383,1781454,Yes,High,5000000
702,13,4,4,AI,Kolkata,1486208,2380003,Yes,High,5000000
703,5,3,7,HealthTech,Pune,1728553,1484122,No,Low,500000
704,12,9,4,FinTech,Kolkata,1496155,2253471,Yes,High,5000000
705,12,8,10,AI,Delhi,666795,2307791,Yes,High,5000000
706,5,4,9,AI,Delhi,701966,1921668,Yes,High,5000000
707,18,4,3,EdTech,Delhi,1877597,689643,No,Low,500000
708,2,13,10,HealthTech,Chennai,1105040,409321,No,Low,500000
709,5,0,2,FinTech,Bangalore,314608,2235582,Yes,High,5000000
710,10,11,10,CleanTech,Chennai,1844644,1023357,No,Low,500000
711,7,6,3,AgriTech,Delhi,937925,2205149,Yes,High,5000000
712,14,4,10,CleanTech,Delhi,793067,725392,No,Low,500000
713,15,7,6,AgriTech,Hyderabad,318571,1881669,Yes,High,5000000
714,9,1,5,EdTech,Bangalore,888452,816247,No,Low,500000
715,18,3,2,HealthTech,Delhi,623110,721721,Yes,High,5000000
716,20,4,4,E-Commerce,Kolkata,578757,409653,No,Low,500000
717,17,0,6,E-Commerce,Bangalore,165290,1562051,Yes,High,5000000
718,10,8,4,E-Commerce,Mumbai,1466911,2407027,Yes,High,5000000
719,6,5,9,AgriTech,Mumbai,1403325,2130939,Yes,High,5000000
720,5,15,10,FinTech,Chennai,741683,712848,No,Low,500000
721,14,13,6,CleanTech,Kolkata,1146393,814855,No,Low,500000
722,10,6,9,AgriTech,Kolkata,1498848,857105,No,Low,500000
723,3,7,1,HealthTech,Delhi,1840942,1639402,No,Low,500000
724,19,15,3,CleanTech,Hyderabad,1737082,1933784,Yes,High,5000000
725,5,13,2,EdTech,Chennai,1459193,2349111,Yes,High,5000000
726,20,7,8,AgriTech,Kolkata,1581562,914935,No,Low,500000
727,18,7,8,AgriTech,Pune,733024,1538566,Yes,High,5000000
728,5,4,10,AI,Chennai,597581,608551,Yes,High,5000000
729,6,15,2,CleanTech,Pune,1048611,38778,No,Low,500000
730,4,11,9,HealthTech,Hyderabad,154643,729330,Yes,High,5000000
731,16,3,4,AI,Mumbai,838080,273629,No,Low,500000
732,14,5,7,EdTech,Bangalore,1887329,1494720,No,Low,500000
733,2,2,1,AI,Delhi,1774519,1423065,No,Low,500000
734,12,12,8,EdTech,Pune,172189,614072,Yes,High,5000000
735,17,14,2,E-Commerce,Pune,527512,1679359,Yes,High,5000000
736,15,4,4,HealthTech,Pune,559995,2065587,Yes,High,5000000
737,13,15,2,AgriTech,Chennai,407003,40034,No,Low,500000
738,9,12,3,AgriTech,Mumbai,259236,1184878,Yes,High,5000000
739,15,3,6,CleanTech,Kolkata,1650339,150100,No,Low,500000
740,11,9,4,AgriTech,Kolkata,164727,779497,Yes,High,5000000
741,14,15,5,AgriTech,Chennai,527446,227590,No,Low,500000
742,5,3,6,HealthTech,Hyderabad,175761,1093709,Yes,High,5000000
743,7,11,6,HealthTech,Bangalore,87317,1963611,Yes,High,5000000
744,17,4,6,AI,Bangalore,1627628,2010425,Yes,High,5000000
745,16,13,7,FinTech,Kolkata,1961728,455259,No,Low,500000
746,17,1,4,E-Commerce,Delhi,1926304,2301194,Yes,High,5000000
747,13,10,1,AgriTech,Bangalore,1055146,1768074,Yes,High,5000000
748,13,10,7,EdTech,Pune,1079494,1221807,Yes,High,5000000
749,18,0,5,E-Commerce,Pune,52339,1599229,Yes,High,5000000
750,13,7,5,AgriTech,Mumbai,856651,1358147,Yes,High,5000000
751,9,4,7,EdTech,Hyderabad,1355543,861015,No,Low,500000
752,14,11,5,E-Commerce,Chennai,1915806,2351123,Yes,High,5000000
753,18,0,8,FinTech,Hyderabad,1841009,770977,No,Low,500000
754,14,5,3,AgriTech,Kolkata,1945785,1106562,No,Low,500000
755,20,14,2,EdTech,Kolkata,381804,1632246,Yes,High,5000000
756,14,7,10,E-Commerce,Kolkata,826762,160481,No,Low,500000
757,14,4,2,EdTech,Mumbai,338967,2168389,Yes,High,5000000
758,2,8,3,EdTech,Delhi,1032726,1416219,Yes,High,5000000
759,2,13,9,AI,Mumbai,1851549,223875,No,Low,500000
760,19,6,3,HealthTech,Pune,996393,424268,No,Low,500000
761,16,8,5,HealthTech,Delhi,1611603,1281177,No,Low,500000
762,6,12,9,EdTech,Mumbai,887842,2231225,Yes,High,5000000
763,10,4,9,E-Commerce,Pune,1481350,1222174,No,Low,500000
764,3,3,3,AgriTech,Chennai,1771752,1069865,No,Low,500000
765,20,12,1,HealthTech,Bangalore,1128992,1497258,Yes,High,5000000
766,11,10,8,HealthTech,Mumbai,1110282,1946749,Yes,High,5000000
767,5,14,5,AI,Chennai,1977232,57026,No,Low,500000
768,12,4,5,EdTech,Mumbai,330232,1781668,Yes,High,5000000
769,4,9,4,FinTech,Delhi,211066,77171,No,Low,500000
770,20,6,5,AI,Delhi,89029,318697,Yes,High,5000000
771,12,14,4,AgriTech,Pune,209158,1352526,Yes,High,5000000
772,8,0,3,EdTech,Kolkata,659777,285058,No,Low,500000
773,13,15,5,CleanTech,Hyderabad,360354,1090516,Yes,High,5000000
774,16,10,3,FinTech,Hyderabad,1340216,980398,No,Low,500000
775,5,14,1,AgriTech,Chennai,1705422,1802355,Yes,High,5000000
